ID,Weapon Name,Weapon Type,Affinity,Weapon Type Column,Affinity Column,Default Ash of War,Can Apply Ash of War,Ash of War 1,Ash of War 2,Ash of War 3,Ash of War 4,Ash of War 5,Ash of War 6,Ash of War 7,Ash of War 8,Ash of War 9,Ash of War 10,Ash of War 11,Ash of War 12,Ash of War 13,Ash of War 14,Ash of War 15,Ash of War 16,Ash of War 17,Ash of War 18,Ash of War 19,Ash of War 20,Ash of War 21,Ash of War 22,Ash of War 23,Ash of War 24,Ash of War 25,Ash of War 26,Ash of War 27,Ash of War 28,Ash of War 29,Ash of War 30,Ash of War 31,Ash of War 32,Ash of War 33,Ash of War 34,Ash of War 35,Ash of War 36,Ash of War 37,Ash of War 38,Ash of War 39,Ash of War 40,Ash of War 41,Ash of War 42,Ash of War 43,Ash of War 44,Ash of War 45,Ash of War 46,Ash of War 47,Ash of War 48,Ash of War 49,Ash of War 50,Ash of War 51,Ash of War 52,Ash of War 53,Ash of War 54,Ash of War 55,Ash of War 56
16010300,Spear,Spear,Quality,AD,E,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Loretta's Slash,Spinning Weapon,Storm Assault,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Ice Spear,Glintstone Pebble,Gravitas,Flaming Strike,Thunderbolt,Black Flame Tornado,Sacred Ring of Light,Phantom Slash,Spectral Lance,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,
16010400,Spear,Spear,Fire,AD,F,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Flaming Strike,Black Flame Tornado,Phantom Slash,Storm Stomp,Kick,Flame of the Redmanes,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,,,,,,
16010500,Spear,Spear,Flame Art,AD,G,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Flaming Strike,Black Flame Tornado,Phantom Slash,Storm Stomp,Kick,Flame of the Redmanes,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,,,,,,
16010600,Spear,Spear,Lightning,AD,H,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Sacred Blade,Thunderbolt,Sacred Ring of Light,Phantom Slash,Storm Stomp,Kick,Lightning Ram,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,
16010700,Spear,Spear,Sacred,AD,I,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Sacred Blade,Thunderbolt,Sacred Ring of Light,Phantom Slash,Storm Stomp,Kick,Lightning Ram,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,
16010800,Spear,Spear,Magic,AD,J,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Repeating Thrust,Spinning Strikes,Giant Hunt,Loretta's Slash,Spinning Weapon,Storm Assault,Stormcaller,Sword Dance,Glintblade Phalanx,Ice Spear,Glintstone Pebble,Gravitas,Phantom Slash,Chilling Mist,Hoarfrost Stomp,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,
16010900,Spear,Spear,Cold,AD,K,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Repeating Thrust,Spinning Strikes,Giant Hunt,Loretta's Slash,Spinning Weapon,Storm Assault,Stormcaller,Sword Dance,Glintblade Phalanx,Ice Spear,Glintstone Pebble,Gravitas,Phantom Slash,Chilling Mist,Hoarfrost Stomp,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,
16011000,Spear,Spear,Poison,AD,L,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Phantom Slash,Spectral Lance,Poisonous Mist,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,,,,,,,,,,,,,,,
16011100,Spear,Spear,Blood,AD,M,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Phantom Slash,Spectral Lance,Poisonous Mist,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,,,,,,,,,,,,,,,
16011200,Spear,Spear,Occult,AD,N,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Phantom Slash,Spectral Lance,Poisonous Mist,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,,,,,,,,,,,,,,,
16020000,Crystal Spear,Spear,-,AD,AW,Impaling Thrust,No,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16030000,Clayman's Harpoon,Spear,Standard,AD,B,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Loretta's Slash,Spinning Weapon,Storm Assault,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Ice Spear,Glintstone Pebble,Gravitas,Flaming Strike,Thunderbolt,Black Flame Tornado,Sacred Ring of Light,Phantom Slash,Spectral Lance,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,
16030100,Clayman's Harpoon,Spear,Heavy,AD,C,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Loretta's Slash,Spinning Weapon,Storm Assault,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Ice Spear,Glintstone Pebble,Gravitas,Flaming Strike,Thunderbolt,Black Flame Tornado,Sacred Ring of Light,Phantom Slash,Spectral Lance,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,
16030200,Clayman's Harpoon,Spear,Keen,AD,D,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Loretta's Slash,Spinning Weapon,Storm Assault,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Ice Spear,Glintstone Pebble,Gravitas,Flaming Strike,Thunderbolt,Black Flame Tornado,Sacred Ring of Light,Phantom Slash,Spectral Lance,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,
16030300,Clayman's Harpoon,Spear,Quality,AD,E,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Loretta's Slash,Spinning Weapon,Storm Assault,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Ice Spear,Glintstone Pebble,Gravitas,Flaming Strike,Thunderbolt,Black Flame Tornado,Sacred Ring of Light,Phantom Slash,Spectral Lance,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,
16030400,Clayman's Harpoon,Spear,Fire,AD,F,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Flaming Strike,Black Flame Tornado,Phantom Slash,Storm Stomp,Kick,Flame of the Redmanes,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,,,,,,
16030500,Clayman's Harpoon,Spear,Flame Art,AD,G,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Flaming Strike,Black Flame Tornado,Phantom Slash,Storm Stomp,Kick,Flame of the Redmanes,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,,,,,,
16030600,Clayman's Harpoon,Spear,Lightning,AD,H,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Sacred Blade,Thunderbolt,Sacred Ring of Light,Phantom Slash,Storm Stomp,Kick,Lightning Ram,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,
16030700,Clayman's Harpoon,Spear,Sacred,AD,I,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Sacred Blade,Thunderbolt,Sacred Ring of Light,Phantom Slash,Storm Stomp,Kick,Lightning Ram,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,
16030800,Clayman's Harpoon,Spear,Magic,AD,J,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Repeating Thrust,Spinning Strikes,Giant Hunt,Loretta's Slash,Spinning Weapon,Storm Assault,Stormcaller,Sword Dance,Glintblade Phalanx,Ice Spear,Glintstone Pebble,Gravitas,Phantom Slash,Chilling Mist,Hoarfrost Stomp,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,
16030900,Clayman's Harpoon,Spear,Cold,AD,K,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Repeating Thrust,Spinning Strikes,Giant Hunt,Loretta's Slash,Spinning Weapon,Storm Assault,Stormcaller,Sword Dance,Glintblade Phalanx,Ice Spear,Glintstone Pebble,Gravitas,Phantom Slash,Chilling Mist,Hoarfrost Stomp,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,
16031000,Clayman's Harpoon,Spear,Poison,AD,L,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Phantom Slash,Spectral Lance,Poisonous Mist,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,,,,,,,,,,,,,,,
16031100,Clayman's Harpoon,Spear,Blood,AD,M,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Phantom Slash,Spectral Lance,Poisonous Mist,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,,,,,,,,,,,,,,,
16031200,Clayman's Harpoon,Spear,Occult,AD,N,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Phantom Slash,Spectral Lance,Poisonous Mist,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,,,,,,,,,,,,,,,
16040000,Cleanrot Spear,Spear,-,AD,AW,Sacred Phalanx,No,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16050000,Partisan,Spear,Standard,AD,B,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Loretta's Slash,Spinning Weapon,Storm Assault,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Ice Spear,Glintstone Pebble,Gravitas,Flaming Strike,Thunderbolt,Black Flame Tornado,Sacred Ring of Light,Phantom Slash,Spectral Lance,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,
16050100,Partisan,Spear,Heavy,AD,C,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Loretta's Slash,Spinning Weapon,Storm Assault,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Ice Spear,Glintstone Pebble,Gravitas,Flaming Strike,Thunderbolt,Black Flame Tornado,Sacred Ring of Light,Phantom Slash,Spectral Lance,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,
16050200,Partisan,Spear,Keen,AD,D,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Loretta's Slash,Spinning Weapon,Storm Assault,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Ice Spear,Glintstone Pebble,Gravitas,Flaming Strike,Thunderbolt,Black Flame Tornado,Sacred Ring of Light,Phantom Slash,Spectral Lance,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,
16050300,Partisan,Spear,Quality,AD,E,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Loretta's Slash,Spinning Weapon,Storm Assault,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Ice Spear,Glintstone Pebble,Gravitas,Flaming Strike,Thunderbolt,Black Flame Tornado,Sacred Ring of Light,Phantom Slash,Spectral Lance,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,
16050400,Partisan,Spear,Fire,AD,F,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Flaming Strike,Black Flame Tornado,Phantom Slash,Storm Stomp,Kick,Flame of the Redmanes,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,,,,,,
16050500,Partisan,Spear,Flame Art,AD,G,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Flaming Strike,Black Flame Tornado,Phantom Slash,Storm Stomp,Kick,Flame of the Redmanes,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,,,,,,
16050600,Partisan,Spear,Lightning,AD,H,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Sacred Blade,Thunderbolt,Sacred Ring of Light,Phantom Slash,Storm Stomp,Kick,Lightning Ram,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,
16050700,Partisan,Spear,Sacred,AD,I,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Sacred Blade,Thunderbolt,Sacred Ring of Light,Phantom Slash,Storm Stomp,Kick,Lightning Ram,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,
16050800,Partisan,Spear,Magic,AD,J,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Repeating Thrust,Spinning Strikes,Giant Hunt,Loretta's Slash,Spinning Weapon,Storm Assault,Stormcaller,Sword Dance,Glintblade Phalanx,Ice Spear,Glintstone Pebble,Gravitas,Phantom Slash,Chilling Mist,Hoarfrost Stomp,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,
16050900,Partisan,Spear,Cold,AD,K,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Repeating Thrust,Spinning Strikes,Giant Hunt,Loretta's Slash,Spinning Weapon,Storm Assault,Stormcaller,Sword Dance,Glintblade Phalanx,Ice Spear,Glintstone Pebble,Gravitas,Phantom Slash,Chilling Mist,Hoarfrost Stomp,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,,,,,,,,,,,,,,,,,,,,,,
16051000,Partisan,Spear,Poison,AD,L,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Phantom Slash,Spectral Lance,Poisonous Mist,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,,,,,,,,,,,,,,,
16051100,Partisan,Spear,Blood,AD,M,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Phantom Slash,Spectral Lance,Poisonous Mist,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,,,,,,,,,,,,,,,
16051200,Partisan,Spear,Occult,AD,N,Impaling Thrust,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Storm Assault,Stormcaller,Sword Dance,Phantom Slash,Spectral Lance,Poisonous Mist,Storm Stomp,Kick,Ground Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,,,,,,,,,,,,,,,,,,,,
16060000,Celebrant's Rib-Rake,Spear,Standard,AD,B,Barbaric Roar,Yes,Impaling Thrust,Piercing Fang,Spinning Slash,Charge Forth,Blood Tax,Repeating Thrust,Spinning Strikes,Giant Hunt,Loretta's Slash,Spinning Weapon,Storm Assault,Stormcaller,Sword Dance,Glintblade Phalanx,Sacred Blade,Ice Spear,Glintstone Pebble,Gravitas,Flaming Strike,Thunderbolt,Black Flame Tornado,Sacred Ring of Light,Phantom Slash,Spectral Lance,Chilling Mist,Poisonous Mist,Hoarfrost Stomp,Storm Stomp,Kick,Lightning Ram,Flame of the Redmanes,Ground Slam,Golden Slam,Hoarah Loux's Earthshaker,Determination,Royal Knight's Resolve,Golden Vow,Sacred Order,Shared Order,Seppuku,Cragblade,Barbaric Roar,War Cry,Beast's Roar,Braggart's Roar,Endure,Quickstep,Bloodhound's Step,Raptor of the Mists,White Shadow's Lure,,,,,,
